Title,Rental_Price,Location,Beds,Baths,Super Built-up Area,Status,Furnished Status,Rental Value,Address,Furnishing,link,Balconies,Carpet Area,Project,Floor,Facing,Lift,Age Of Construction,Security Deposit,Landmarks,Flooring,Overlooking,Age of Construction,Water Availability,Status of Electricity,Price,Developer,Additional Rooms,Amenities,Price per sqft,Configuration,Tower & Unit,Balcony,Floors allowed for construction,Covered Parking,Lifts,Car parking,Authority Approval,Bed,Tower,Unit,Bath,Type of Ownership,RERA ID,Plot Area,Any Construction done,Boundary Wall,Transaction Type,Additional Features,Approved
"3 BHK 1500 Sq-ft Flat/Apartment  For Rent in Zaveri Greens,","₹24,000","Ghuma, Ahmedabad",3.0,3.0,1500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹16/sqft,Immediately,Semi-Furnished,"₹24,000|₹2,000Monthly Maintenance","near sp nirvana ghuma ahmedabad, Ghuma, Ahmedabad - Ahmedabad Suburban, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-Ghuma-in-Ahmedabad&id=4d423833353833393233,,,Zaveri Greens,3(Out of 14 Floors),East,2.0,,"₹48, 000",near sp nirvana ghuma ahmedabad,Vitrified,"Garden/Park, Main Road",Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 50.9 Lac - ₹ 62.5 Lac,Zaveri Realty,Store,"Fire Fighting Equipment,Activity Deck4,Multipurpose Courts,Meditation Area,Indoor Games Room,Event Space & Amphitheatre,AEROBICS ROOM,Library,Kids play area,Multipurpose Hall,Premium branded fittings,Grand Entrance lobby,Large Open space,3 Tier Security System,Large Clubhouse,Located in the Heart of city,Earth quake resistant,Jogging and Strolling Track,Piped Gas,Conference Room,Bar/Lounge,DTH Television Facility,Waste Disposal,Maintenance Staff,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Water Storage,Security,Park,Gymnasium,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 3,400 - ₹ 4,079","2, 3 BHK Flats","8 Towers , 420 Units",1.0,,1.0,2.0,,,,,,,,,,,,,,
"4 BHK 2800 Sq-ft Flat/Apartment  For Rent in Applewoods Villa Silene,",₹1.3 Lac,"Shela, Ahmedabad",4.0,4.0,,Immediately,Furnished,"₹1.3 Lac|₹6,000Monthly Maintenance","AB Complex, opp. Applewood Villa, Shela, Gujarat, Shela, Ahmedabad - Ahmedabad Suburban, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-2800-Sq-ft-Multistorey-Apartment-FOR-Rent-Shela-in-Ahmedabad&id=4d423833353831383831,3.0,1540sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹81/sqft,Applewoods Villa Silene,4(Out of 8 Floors),East,4.0,,₹2.5 Lac,"Applewood Vila, 4 BHK",Vitrified,"Garden/Park, Main Road",Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 71.0 Lac - ₹ 92.9 Lac,Applewoods,"Puja Room, Store","Volleyball court,Swimming Pool,Rain Water Harvesting,Lift,Power Back Up",,,,,4.0,1.0,4.0,,,,,", 48 Units",,,,,,,,,
Flat For Rent in,Call for Price,"Vejalpur, Ahmedabad",,,,Immediately,,,"Vejalpur, Ahmedabad - West, Gujarat",,https://www.magicbricks.com/propertyDetails/Multistorey-Apartment-FOR-Rent-Vejalpur-in-Ahmedabad&id=4d423637343333303233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 BHK  200 Sq-m For Rent in,"₹28,000","Ghuma, Ahmedabad",4.0,3.0,,Immediately,Semi-Furnished,"₹28,000","sureel willows 2, krishna shalby heart hospital road, Ghuma, Ghuma, Ahmedabad - Ahmedabad Suburban, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-200-Sq-m-Villa-FOR-Rent-Ghuma-in-Ahmedabad&id=4d423334343836373233,2.0,2424sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹12/sqft,,,East,,10 to 15 years,"₹56, 000",,Vitrified,,10 to 15 years,24 Hours Available,No/Rare Powercut,,,,,,,,,,1.0,,1 Covered,,,,,,,,,,,,,
3 BHK 1600 Sq-ft Flat/Apartment  For Rent in,"₹27,000","Science City, Ahmedabad",3.0,3.0,,Immediately,Furnished,"₹27,000|₹2,000Monthly Maintenance","Science City, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Rent-Science-City-in-Ahmedabad&id=4d423833303131383035,3.0,1204sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,,1(Out of 3 Floors),,,10 to 15 years,"₹50, 000",,,"Garden/Park, Main Road",10 to 15 years,,,,,Store,,,,,,,,,,,,,,,,,,,,,,
"1 BHK Flat 774 Sq-ft For Rent in Navkar Kaladham,","₹10,000","Sarkhej, Ahmedabad",,,,Immediately,Furnished,"₹10,000","Sarkhej Gam, Sarkhej, Ahmedabad - South, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-774-Sq-ft-Multistorey-Apartment-FOR-Rent-Sarkhej-in-Ahmedabad&id=4d423632393932313739,,480sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,Navkar Kaladham,7(Out of 7 Floors),,,New Construction,"₹20, 000",,,,New Construction,,,₹ 1.15 Cr - ₹ 1.61 Cr,NAVKAR INFRASTRUCTURE,,"Badminton court,Cycling & Jogging Track,Kids Play Area,CCTV Camera,Security,Reserved Parking,Gymnasium,Club House,Lift",,,"8 Towers , 196 Units",1.0,,,,,,1.0,,,1.0,,,,,,,,
"3 BHK 2286 Sq-ft Flat/Apartment  For Rent in Setu Scarlet,","₹30,000","Motera, Ahmedabad",3.0,3.0,,Immediately,Unfurnished,"₹30,000","Motera, Ahmedabad, Motera, Ahmedabad - North, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-2286-Sq-ft-Multistorey-Apartment-FOR-Rent-Motera-in-Ahmedabad&id=4d423833323833333339,2.0,1485sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,Setu Scarlet,2(Out of 2 Floors),East,2.0,,"₹60, 000","Nr, Market, Mall, Bank, School, ATM, etc..",Vitrified,"Garden/Park, Main Road",5 to 10 years,24 Hours Available,No/Rare Powercut,₹ 1.40 Cr Onwards,Setu Infracon,Store,"Fire Fighting Equipment,Cycling & Jogging Track,Retail Boulevard (Retail Shops),Rentable Community Space,Recreational Pool,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Jogging and Strolling Track,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,3 BHK Flats,"2 Towers , 64 Units",,1.0,1.0,2.0,,,,,,,,,,,,,,
"3 BHK 1484 Sq-ft Flat/Apartment  For Rent in Avirat Silver Brook,","₹25,000","Shilaj, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹25,000|₹2,500Monthly Maintenance","Shilaj, Ahmedabad, Shilaj, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1484-Sq-ft-Multistorey-Apartment-FOR-Rent-Shilaj-in-Ahmedabad&id=4d423833343930373837,,777sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹32/sqft,Avirat Silver Brook,6(Out of 14 Floors),South -West,2.0,,"₹50, 000","Silver Brook is a modern residential project in Shilaj, Ahmedabad, off",Vitrified,Main Road,New Construction,24 Hours Available,No/Rare Powercut,₹ 61.1 Lac - ₹ 83.0 Lac,Avirat Infrastructure Pvt. Ltd.,Store,"Provision for power backup,Community Hall,Badminton court,Aesthetically designed landscape garden,Half basketball court,Sewage treatment plant,Fire Fighting Equipment,Cycling & Jogging Track,Activity Deck4,Rentable Community Space,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Coffee Lounge & Restaurants,Library,Kids play area,Fire Sprinklers,CCTV Camera,Multipurpose Hall,Health club with Steam / Jaccuzi,Earth quake resistant,Outdoor Tennis Courts,Conference Room,Cafeteria/Food Court,Bar/Lounge,RO Water System,DTH Television Facility,Maintenance Staff,Intercom Facility,Visitor Parking,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,3 BHK Flat,"5 Towers , 316 Units",1.0,14.0,1.0,2.0,,,,,,,,,,,,,,
"5 BHK  600 Sq-yrd For Rent in Akshainie Bunglows,",₹1.9 Lac,"Thaltej, Ahmedabad",5.0,6.0,,Immediately,Furnished,"₹1.9 Lac|₹5,000Monthly Maintenance","Thaltej, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/5-BHK-600-Sq-yrd-Villa-FOR-Rent-Thaltej-in-Ahmedabad&id=4d423833303134393637,2.0,450sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹411/sqyrd,,,East,,5 to 10 years,₹3.7 Lac,,,"Pool, Garden/Park, Main Road",5 to 10 years,,,₹ 2.64 Cr - ₹ 3.17 Cr,,"Puja Room, Store, Study, Servant Room",,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1510 Sq-ft For Rent in Shilp Revanta,","₹26,000","Shela, Ahmedabad",3.0,3.0,1510sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,Immediately,Semi-Furnished,"₹26,000","Shilp Revanta, opp club 07, Shela, Shela, Ahmedabad - Ahmedabad Suburban, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1510-Sq-ft-Multistorey-Apartment-FOR-Rent-Shela-in-Ahmedabad&id=4d423833303135353031,,,Shilp Revanta,14(Out of 14 Floors),East,,New Construction,,Club 07,Ceramic Tiles,"Pool, Main Road",New Construction,,,₹ 69.0 Lac Onwards,Shilp Group,,"Library And Business Centre,Indoor Games Room,Mini Cinema Theatre,Banquet Hall,Security,Gymnasium,Swimming Pool,Lift","₹ 3,750 - ₹ 20,000",3 BHK Flats,"13 Towers , 802 Units",,,1.0,,1 Covered,,,,,,,,,,,,,
"1 BHK Flat 405 Sq-ft For Rent in Aryanparv Aarambh,","₹15,000","Sarkhej Okaf, Ahmedabad",,2.0,405sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹37/sqft,Immediately,Unfurnished,"₹15,000|₹1,600Monthly Maintenance","Aarambh iconic living, nr. Ujala circle, Sarkhej, Ahmedabad, Sarkhej-Okaf, Gujarat 382210, Sarkhej Okaf, Ahmedabad - South, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-405-Sq-ft-Multistorey-Apartment-FOR-Rent-Sarkhej-Okaf-in-Ahmedabad&id=4d423734323231393539,,,Aryanparv Aarambh,5(Out of 14 Floors),,2.0,New Construction,"₹15, 000",,Ceramic Tiles,,New Construction,24 Hours Available,No/Rare Powercut,₹ 85.0 Lac - ₹ 1.43 Cr,Aryanparv Developers,,"Reserved Parking,Park,Gymnasium,Swimming Pool,Rain Water Harvesting,Power Back Up",,,"7 Towers , 436 Units",,,,2.0,,,1.0,,,,,,,,,,,
"3 BHK 1783 Sq-ft Flat/Apartment  For Rent in Sheladia Luxuria,","₹24,000","Shela, Ahmedabad",3.0,3.0,1783sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹13/sqft,Immediately,Semi-Furnished,"₹24,000|₹2,000Monthly Maintenance","near VIP road shela ahmedabad gujarat 380058, Shela, Ahmedabad - Ahmedabad Suburban, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1783-Sq-ft-Multistorey-Apartment-FOR-Rent-Shela-in-Ahmedabad&id=4d423833353831383635,,,Sheladia Luxuria,12(Out of 14 Floors),East,2.0,,"₹48, 000",near VIP road shela ahmedabad gujarat,Vitrified,"Garden/Park, Main Road",Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 80.0 Lac Onwards,Sheladia Group,Store,"Fire Fighting Equipment,Indoor Games Room,CCTV Camera,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift","₹ 3,800 - ₹ 4,500",3 BHK Flats,"2 Towers , 233 Units",1.0,,1.0,2.0,,,,,,,,,,,,,,
"3 BHK 1680 Sq-ft Flat/Apartment  For Rent in Adani Atrius,","₹26,000","Jagatpur, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹26,000","Adani Atrius, Malabar county road, Jagatpur, Ahmedabad - North, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1680-Sq-ft-Multistorey-Apartment-FOR-Rent-Jagatpur-in-Ahmedabad&id=4d423832353439353633,,923sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,Adani Atrius,6(Out of 10 Floors),East,,,"₹52, 000",vaishnodevi Circle,,"Garden/Park, Pool, Main Road",New Construction,,,₹ 92.0 Lac Onwards,Adani Realty,Store,"Aesthetically designed landscape garden,Multipurpose Courts,Meditation Area,Indoor Games Room,Kids play area,Multipurpose Hall,Piped Gas,Vaastu Compliant,Security,Gymnasium,Club House,Lift","₹ 4,688 - ₹ 5,859","2, 3 BHK Flats","10 Towers , 400 Units",1.0,,,,,,,,,,Freehold,,,,,,,
"2 BHK 1100 Sq-ft Flat/Apartment  For Rent in Garden Paradise,","₹18,000","Bopal, Ahmedabad",2.0,2.0,,Immediately,Unfurnished,"₹18,000","garden paradise, Bopal, Ahmedabad, Bopal, Ahmedabad - West, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Bopal-in-Ahmedabad&id=4d423335323931333731,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,Garden Paradise,3(Out of 5 Floors),,,Less than 5 years,"₹8, 500",,,"Garden/Park, Pool, Main Road",Less than 5 years,,,₹ 47.0 Lac - ₹ 52.0 Lac,Satya Sai Developers,,"Cycling & Jogging Track,Multipurpose Courts,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift","₹ 4,463 - ₹ 4,938",2 BHK Flats,"20 Towers , 400 Units",1.0,,,,,,,,,,,,,,,,,
"2 BHK 1064 Sq-ft Flat/Apartment  For Rent in Palm Greens Makarba,","₹30,000","Makarba, Ahmedabad",2.0,2.0,1064sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,Immediately,Furnished,"₹30,000|₹2,750Monthly Maintenance","palm greens makarba, Makarba, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1064-Sq-ft-Multistorey-Apartment-FOR-Rent-Makarba-in-Ahmedabad&id=4d423832353534393139,2.0,,Palm Greens Makarba,12(Out of 12 Floors),,,10 to 15 years,"₹60, 000",,,,10 to 15 years,,,₹ 50.0 Lac - ₹ 59.0 Lac,Poddar Developers Ltd.,,"Fire Fighting Equipment,Cycling & Jogging Track,Recreational Pool,Outdoor Tennis Courts,Multipurpose Courts,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Early Learning Centre,AEROBICS ROOM,Jogging and Strolling Track,DTH Television Facility,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Water Storage,Security,Reserved Parking,Gymnasium,Club House,Lift,Power Back Up",,2 BHK Flats,"6 Towers , 288 Units",,,,,,,,,,,,58632547852360,,,,,,
"4 BHK 4300 Sq-ft Flat/Apartment  For Rent in Shivalik Edge,",₹2.5 Lac,"Ambli, Ahmedabad",4.0,5.0,,Immediately,Furnished,₹2.5 Lac,"BRTS Road near S.P. Ring Road, Ambli, Ahemdabad, Ambli, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-4300-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambli-in-Ahmedabad&id=4d423832353535323933,2.0,2358sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹106/sqft,Shivalik Edge,6(Out of 12 Floors),East,5.0,,₹5.0 Lac,"BRTS Road near S.P. Ring Road, Ambli, Ahmedabad","Marble, Vitrified, Wooden","Garden/Park, Main Road",Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 3.07 Cr - ₹ 3.22 Cr,Shivalik Group,"Puja Room, Study, Store, Servant Room","Fire Fighting Equipment,Solar Energy,Premium branded fittings,Grand Entrance lobby,Large Open space,Earth quake resistant,Piped Gas,Security,Park,Gymnasium,Club House,Rain Water Harvesting,Power Back Up","₹ 7,495 - ₹ 8,782",4 BHK Flats,"1 Tower , 48 Units",,12.0,3.0,5.0,,,,,,,,,,,,,,
"3 BHK 1450 Sq-ft Flat/Apartment  For Rent in Mahadev Elegance,","₹28,000","Sector 7 South Bopal, Ahmedabad",3.0,3.0,,Immediately,Unfurnished,"₹28,000","South Bopal, Ahmedabad, Sector 7 South Bopal, Ahmedabad - West, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1450-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-7-South-Bopal-in-Ahmedabad&id=4d423832383036363331,3.0,869sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹32/sqft,Mahadev Elegance,Upper Basement(Out of 3 Floors),East,2.0,,"₹50, 000",vip road,Marble,Garden/Park,,24 Hours Available,No/Rare Powercut,₹ 63.0 Lac - ₹ 77.4 Lac,,Store,"Smart Home,Water Front,Sky Villa,Wine Cellar,Fireplace,Private Garage,Theme based Architectures,Concierge Services,House help accommodation,Full Glass Wall,Wrap Around Balcony,Downtown,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,"2, 3 BHK Flat","3 Towers , 196 Units",,2.0,1.0,2.0,1 Covered,,,,,,,,,,,,,
3 BHK Flat 1750 Sq-ft For Rent in,"₹30,000","Shilaj, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹30,000","Sindhu Bhavan Marg, Ahmedabad, Shilaj, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1750-Sq-ft-Multistorey-Apartment-FOR-Rent-Shilaj-in-Ahmedabad&id=4d423833343932393837,,962sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹31/sqft,,4(Out of 13 Floors),East,2.0,New Construction,"₹60, 000","Beside.Sharanya Altura, SP Ring Road, Shilaj, Ahmedabad",Vitrified,"Garden/Park, Main Road",New Construction,24 Hours Available,No/Rare Powercut,,,"Puja Room, Study, Store",,,,,1.0,13.0,1.0,2.0,1 Covered,,,,,,,,,,,,,
"4 BHK  442 Sq-yrd For Rent in Goyal Sky Arcus Villa,","₹80,000","Shela, Ahmedabad",4.0,4.0,,Immediately,Semi-Furnished,"₹80,000|₹4,000Monthly Maintenance","Shela, Ahmedabad, Shela, Ahmedabad - Ahmedabad Suburban, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-442-Sq-yrd-Residential-House-FOR-Rent-Shela-in-Ahmedabad&id=4d423638393737353237,2.0,325sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹246/sqyrd,,2(Out of 2 Floors),East,,New Construction,₹1.6 Lac,Skycity,Vitrified,Garden/Park,New Construction,24 Hours Available,No/Rare Powercut,₹ 70.6 Lac - ₹ 91.1 Lac,,"Puja Room, Store","Fire Fighting Equipment,Activity Deck4,Multipurpose Courts,Kids Club,Indoor Games Room,Flower Gardens,Kids play area,CCTV Camera,Solar Energy,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Banquet Hall,RO Water System,Laundry Service,Maintenance Staff,Intercom Facility,Visitor Parking,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Power Back Up",,,,,,1.0,,1 Covered,,,,", 132 Units",,,,,,,,,
"3 BHK 1950 Sq-ft Flat/Apartment  For Rent in Binori Mable,","₹42,000","Prahlad Nagar, Ahmedabad",3.0,3.0,1950sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,Immediately,Semi-Furnished,"₹42,000","Prahlad Nagar, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1950-Sq-ft-Multistorey-Apartment-FOR-Rent-Prahlad-Nagar-in-Ahmedabad&id=4d423833323832383235,,,Binori Mable,1(Out of 10 Floors),East,,5 to 10 years,"₹84, 000","Nr, Prahladnagar Garden",,Garden/Park,5 to 10 years,,,₹ 1.58 Cr - ₹ 3.18 Cr,Binori Infrastructure,"Puja Room, Store","Provision for power backup,Aesthetically designed landscape garden,Cycling & Jogging Track,Retail Boulevard (Retail Shops),Multipurpose Courts,Meditation Area,Kids Play Pool With Water Slides,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Dance Studio,Concierge Services,Canopy Walk,Arts & Craft Studio,AEROBICS ROOM,Shopping center,Kids play area,CCTV Camera,Guest lobby in each floor,Solar Energy,Horticulture,Multipurpose Hall,All wooden flooring,AC in each room,Premium branded fittings,Grand Entrance lobby,Fingerprint Access,Large Open space,3 Tier Security System,Large Clubhouse,Located in the Heart of city,Health club with Steam / Jaccuzi,Theme based Architectures,Central AC,Earth quake resistant,High Ceiling,Skydeck,Sea facing,Pool with temperature control,Infinity Swimming Pool,Golf Course,Mini Cinema Theatre,Private jaccuzi,Private pool,Helipad,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,Intercom Facility,Private Terrace/Garden,Security,Park,Club House,Lift,Power Back Up","₹ 7,692 - ₹ 8,579",3 BHK Flats,"1 Tower , 59 Units",1.0,,,,,,,,,,,,,,,,,
3 BHK Flat 1500 Sq-ft For Rent in,"₹20,000","Godrej Garden City, Ahmedabad",3.0,2.0,,Immediately,Semi-Furnished,"₹20,000","Godrej Garden City, Ahmedabad - North, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-Godrej-Garden-City-in-Ahmedabad&id=4d423833323833333231,,1500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹13/sqft,,10(Out of 10 Floors),,,New Construction,"₹40, 000",,,,New Construction,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2 BHK Flat 120 Sq-yrd For Rent in,"₹45,000","Gurukul, Ahmedabad",2.0,2.0,120sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹42/sqft,Immediately,Furnished,"₹45,000|₹3,000Monthly Maintenance","gurukul, Gurukul, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-120-Sq-yrd-Multistorey-Apartment-FOR-Rent-Gurukul-in-Ahmedabad&id=4d423833313530323131,,,,4(Out of 10 Floors),East,,Above 20 years,"₹90, 000",,,Garden/Park,Above 20 years,,,,,"Puja Room, Store, Study",,,,,1.0,,,,,,,,,,Freehold,,,,,,,
1 BHK  130 Sq-ft For Rent in,"₹15,000","Thaltej Road, Ahmedabad",,,,Immediately,Unfurnished,"₹15,000","hirabag near satadhar cross road, Thaltej Road, Ahmedabad - West, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-130-Sq-ft-Residential-House-FOR-Rent-Thaltej-Road-in-Ahmedabad&id=4d423833313530343533,,130sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹115/sqft,,,North,,New Construction,,satadhar cross road,Ceramic Tiles,"Main Road, Garden/Park",New Construction,,,,,"Puja Room, Store, Study, Servant Room",,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,
