Title,Rental_Price,Location,Beds,Baths,Balcony,Carpet Area,Developer,Project,Floor,Status,Facing,Furnished Status,Age Of Construction,Rental Value,Address,Landmarks,Furnishing,Flooring,Overlooking,Age of Construction,Amenities,Price,Price per sqft,Configuration,Tower & Unit,link,Super Built-up Area,Security Deposit,Balconies,Covered Parking,Additional Rooms,Lift,Car parking,Water Availability,Status of Electricity,Floors allowed for construction,Bed,Bath,Lifts,Unit,Tower,Authority Approval,Type of Ownership,RERA ID,Plot Area,No of Open Sides,Any Construction done,Boundary Wall,Transaction Type,Additional Features,Approved,Floors allowed,Floor allowed
3 BHK Residential House  For Rent,"₹65,000","Indira Nagar, Bangalore",3.0,3.0,,,,,1(Out of 3 Floors),Immediately,,Semi-Furnished,,"₹65,000","Indira Nagar, Bangalore - East, Karnataka",,Semi-Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Residential-House-FOR-Rent-Indira-Nagar-in-Bangalore&id=4d423637363138393033,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹59/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
"4 BHK 2502 Sq-ft Flat/Apartment  For Rent in  L&T Raintree Boulevard,",₹1.3 Lac,"Hebbal, Bangalore",4.0,5.0,,2400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹52/sqft,L&T Realty,L&T Raintree Boulevard,17(Out of 25 Floors),Immediately,North - East,Semi-Furnished,,"₹1.3 Lac|₹16,000Monthly Maintenance","Byatarayanapura, Bengaluru, Hebbal, Bangalore - North, Karnataka",Phoenix Mall Of Asia,Semi-Furnished,Vitrified,Main Road,New Construction,"Indoor Squash & Badminton Courts,Indoor Games Room,AEROBICS ROOM,Private Garden,Health club with Steam / Jaccuzi,Golf Course,Piped Gas,Bar/Lounge,Gymnasium,Swimming Pool",₹ 2.27 Cr - ₹ 4.82 Cr,"₹ 10,182 - ₹ 27,273","3, 4 BHK Flats","17 Towers , 1088 Units",https://www.magicbricks.com/propertyDetails/4-BHK-2502-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423830303138353431,,₹10.0 Lac,3.0,2.0,Servant Room,3.0,,24 Hours Available,No/Rare Powercut,,,,3.0,,,,,,,,,,,,,,
"6 BHK  7310 Sq-ft For Rent in Embassy Boulevard,",₹6.5 Lac,"Yelahanka, Bangalore",6.0,7.0,,,,,,Immediately,North - East,Semi-Furnished,Less than 5 years,"₹6.5 Lac|₹40,000Monthly Maintenance","Yelahanka, Bangalore, Yelahanka, Bangalore - North, Karnataka",International airport,Semi-Furnished,Vitrified,Pool,Less than 5 years,"Fire Fighting Equipment,Cycling & Jogging Track,Retail Boulevard (Retail Shops),Multipurpose Courts,Meditation Area,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Bank & ATM,AEROBICS ROOM,Outdoor Tennis Courts,Jogging and Strolling Track,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 15.81 Cr - ₹ 29.38 Cr,"₹ 26,867 - ₹ 61,560","4, 5, 6 BHK Villas",,https://www.magicbricks.com/propertyDetails/6-BHK-7310-Sq-ft-Villa-FOR-Rent-Yelahanka-in-Bangalore&id=4d423830303230333037,7310sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹89/sqft,₹60.0 Lac,5.0,3.0,"Puja Room, Study, Store, Servant Room",,3 Covered,24 Hours Available,No/Rare Powercut,3.0,,,,", 170 Units",,,,,,,,,,,,,
1 BHK Flat 700 Sq-ft For Rent in,"₹37,000","Nanjappa Layout Adugodi, Bangalore",,,1.0,600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹62/sqft,,,3(Out of 4 Floors),,East,Semi-Furnished,5 to 10 years,"₹37,000","near Adugodi mico, Nanjappa Layout Adugodi, Bangalore - Central, Karnataka",Adugodi Bosch,Semi-Furnished,Vitrified,Garden/Park,5 to 10 years,,,,,,https://www.magicbricks.com/propertyDetails/1-BHK-700-Sq-ft-Multistorey-Apartment-FOR-Rent-Nanjappa-Layout-Adugodi-in-Bangalore&id=4d423833373537343439,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
For Rent in,"₹26,000","Jakkasandra Extension, Bangalore",,,,,,,,Immediately,,,,"₹26,000","Jakkasandra Extension, Bangalore - Central, Karnataka",,,,,,,,,,,https://www.magicbricks.com/propertyDetails/Residential-House-FOR-Rent-Jakkasandra-Extension-in-Bangalore&id=4d423737373234363433,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK 1400 Sq-ft Flat/Apartment  For Rent in,"₹75,000","JP Nagar, Bangalore",2.0,2.0,,,,,13(Out of 16 Floors),Immediately,,Furnished,,"₹75,000","JP Nagar, Bangalore - South, Karnataka",,Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-JP-Nagar-in-Bangalore&id=4d423735373230333937,1400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹54/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Builder Floor 1500 Sq-ft For Rent in,Call for Price,"Banashankari Stage 3, Bangalore",3.0,2.0,,,,,3(Out of 4 Floors),Immediately,,Furnished,5 to 10 years,,"Banashankari Stage 3, Bangalore - Central, Karnataka",,Furnished,,,5 to 10 years,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Banashankari-Stage-3-in-Bangalore&id=4d423335393235313837,1500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham,,2.0,2.0,,,2 Covered,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1520 Sq-ft For Rent in Murthys Residency,","₹30,000","Nagavara, Bangalore",3.0,2.0,,1320sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,Alisha Projects Pvt. Ltd.,Murthys Residency,2(Out of 3 Floors),Immediately,,Semi-Furnished,5 to 10 years,"₹30,000|₹3,000Monthly Maintenance","Nagavara, Bangalore - Central, Karnataka",,Semi-Furnished,,,5 to 10 years,"Fire Fighting Equipment,Outdoor Tennis Courts,Kids Play Area,Indoor Games Room,Flower Gardens,Banquet Hall,Laundry Service,Intercom Facility,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up",₹ 75.0 Lac - ₹ 1.50 Cr,,3 BHK Flat,"3 Towers , 82 Units",https://www.magicbricks.com/propertyDetails/3-BHK-1520-Sq-ft-Multistorey-Apartment-FOR-Rent-Nagavara-in-Bangalore&id=4d423833343031333033,,₹1.5 Lac,4.0,,,,,,,3.0,,,,,,,,,,,,,,,,,
"1 BHK Flat 630 Sq-ft For Rent in Artha Neo Midas,","₹12,000","Hoskote, Bangalore",,,,,,Artha Neo Midas,4(Out of 4 Floors),Immediately,,Semi-Furnished,,"₹12,000","Hoskote, Bangalore - Bangalore Rural, Karnataka",,Semi-Furnished,,,,"Jogging and Strolling Track,Conference Room,Banquet Hall,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.08 Cr - ₹ 1.32 Cr,,,"2 Towers , 324 Units",https://www.magicbricks.com/propertyDetails/1-BHK-630-Sq-ft-Multistorey-Apartment-FOR-Rent-Hoskote-in-Bangalore&id=4d423833323836303537,630sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
"3 BHK 1855 Sq-ft Flat/Apartment  For Rent in Golden Grand,","₹55,000","LIC Colony Yeswanthpur, Bangalore",3.0,3.0,,1800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹31/sqft,Golden Gate Properties Ltd.,Golden Grand,10(Out of 17 Floors),Immediately,North,Furnished,,"₹55,000|₹5,000Monthly Maintenance","Yeswanthpur, Bangalore, LIC Colony Yeswanthpur, Bangalore - North, Karnataka",Wtc orion mall yeswanthapur merto station nps school.,Furnished,"Ceramic Tiles, Vitrified, Wooden","Garden/Park, Pool",10 to 15 years,"Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Event Space & Amphitheatre,Bank & ATM,Grand Entrance lobby,Earth quake resistant,Piped Gas,Cafeteria/Food Court,Intercom Facility,Visitor Parking,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 2.39 Cr - ₹ 2.87 Cr,,3 BHK Flat,"7 Towers , 520 Units",https://www.magicbricks.com/propertyDetails/3-BHK-1855-Sq-ft-Multistorey-Apartment-FOR-Rent-LIC-Colony-Yeshwantpur-in-Bangalore&id=4d423735373237323337,,₹5.0 Lac,2.0,1.0,"Puja Room, Study, Store",3.0,,24 Hours Available,No/Rare Powercut,17.0,,,3.0,,,,,,,,,,,,,,
3 BHK 1616 Sq-ft Flat/Apartment  For Rent in,"₹35,000","Swami Vivekananda Layout Amrutahalli, Bangalore",3.0,2.0,,1416sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,,,1(Out of 4 Floors),Immediately,,Semi-Furnished,5 to 10 years,"₹35,000|₹4,416Monthly Maintenance","Swami Vivekananda Layout Amrutahalli, Bangalore - North, Karnataka",,Semi-Furnished,,,5 to 10 years,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-1616-Sq-ft-Multistorey-Apartment-FOR-Rent-Swami-Vivekananda-Layout-Amrutahalli-in-Bangalore&id=4d423832383138343137,,₹1.5 Lac,2.0,,,,,,,4.0,,,,,,,,,,,,,,,,,
"4 BHK Flat 2726 Sq-ft For Rent in Prestige Falcon City,",₹2.5 Lac,"Kanakapura Road, Bangalore",4.0,4.0,,,Prestige Estates Projects Ltd.,Prestige Falcon City,24(Out of 32 Floors),Immediately,,Furnished,5 to 10 years,"₹2.5 Lac|₹11,000Monthly Maintenance","Konanakunte Kanakapura Road, Kanakapura Road, Bangalore - South, Karnataka",,Furnished,,,5 to 10 years,"Fire Fighting Equipment,Cycling & Jogging Track,Retail Boulevard (Retail Shops),Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,AEROBICS ROOM,Multipurpose Hall,Mini Cinema Theatre,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 2.32 Cr - ₹ 5.25 Cr,"₹ 2,225 - ₹ 24,173","2, 3, 4 BHK Flats","7 Towers , 2520 Units",https://www.magicbricks.com/propertyDetails/4-BHK-2726-Sq-ft-Multistorey-Apartment-FOR-Rent-Kanakapura-Road-in-Bangalore&id=4d423737373234373337,2726sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹92/sqft,₹20.0 Lac,6.0,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1750 Sq-ft For Rent in Hiranandani Queensgate,","₹70,000","Bannerghatta Road, Bangalore",3.0,2.0,,1650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹42/sqft,House of Hiranandani,Hiranandani Queensgate,3(Out of 27 Floors),Immediately,East,Semi-Furnished,5 to 10 years,"₹70,000","Bannerghatta Main Road, Bannerghatta Road, Bangalore - South, Karnataka",,Semi-Furnished,,"Garden/Park, Pool, Main Road",5 to 10 years,"Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Area,Flower Gardens,Coffee Lounge & Restaurants,Intercom Facility,Service/Goods Lift,Vaastu Compliant,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.31 Cr - ₹ 1.70 Cr,,"1, 2, 3 BHK Flat","1 Tower , 432 Units",https://www.magicbricks.com/propertyDetails/3-BHK-1750-Sq-ft-Multistorey-Apartment-FOR-Rent-Bannerghatta-Main-Road-in-Bangalore&id=4d423830303231323233,,₹3.0 Lac,2.0,,Puja Room,,,,,,,,,,,,,,,,,,,,,,
"2 BHK 1280 Sq-ft Flat/Apartment  For Rent in Shapoorji Pallonji Parkwest,","₹55,000","Binny Pete, Bangalore",2.0,2.0,,,Shapoorji Pallonji Real Estate,Shapoorji Pallonji Parkwest,30(Out of 31 Floors),Immediately,East,Semi-Furnished,,"₹55,000|₹5,500Monthly Maintenance","binneypet, Binny Pete, Bangalore - Central, Karnataka",close to mall and metro,Semi-Furnished,"Mosaic, Vitrified, Wooden, Ceramic Tiles, Marble, Granite",Garden/Park,Less than 5 years,"Waste water recycling,Community Hall,Badminton court,Aesthetically designed landscape garden,Half basketball court,Volleyball court,Sewage treatment plant,Fire Fighting Equipment,Cycling & Jogging Track,Recreational Pool,Multipurpose Courts,Meditation Area,Indoor Squash & Badminton Courts,Indoor Games Room,Event Space & Amphitheatre,Early Learning Centre,AEROBICS ROOM,Shopping center,Library,Pet park,Barbeque space,Solar Energy,Multipurpose Hall,Earth quake resistant,Skydeck,Infinity Swimming Pool,Wrap Around Balcony,Skyline View,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 2.50 Cr Onwards,,3 BHK Flats,"7 Towers , 1931 Units",https://www.magicbricks.com/propertyDetails/2-BHK-1280-Sq-ft-Multistorey-Apartment-FOR-Rent-Binny-Pete-in-Bangalore&id=4d423832383138303739,1280sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹43/sqft,₹2.5 Lac,2.0,1.0,"Puja Room, Servant Room",3.0,,24 Hours Available,No/Rare Powercut,,,,3.0,,,,,,,,,,,,,,
3 BHK 1800 Sq-ft Flat/Apartment  For Rent in,"₹65,000","Basavanagudi, Bangalore",3.0,3.0,,"18,600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹3/sqft",,,4(Out of 4 Floors),,East,Semi-Furnished,5 to 10 years,"₹65,000","4th main jain temple road srinagar, Basavanagudi, Bangalore - Central, Karnataka",,Semi-Furnished,,Main Road,5 to 10 years,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Rent-Basavanagudi-in-Bangalore&id=4d423637363136353831,,,2.0,,"Puja Room, Study, Store",,,,,,,,,,,,,,,,,,,,,,
"4 BHK  7001 Sq-ft For Rent in Prestige Golfshire,",₹3.4 Lac,"Nandi Hills, Bangalore",4.0,4.0,,6552sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹51/sqft,,,,Immediately,North - East,Semi-Furnished,Less than 5 years,₹3.4 Lac|₹50.0 LacMonthly Maintenance,"Nandi Hills Road, Karahalli Post, Kundana Hobli, Devanahalli Taluk, Bengaluru, Karnataka 562110, Nandi Hills, Bangalore - Chikkaballapura, Karnataka",Nandi hills,Semi-Furnished,Vitrified,"Garden/Park, Pool",Less than 5 years,"Fire Fighting Equipment,Cycling & Jogging Track,Rentable Community Space,Multipurpose Courts,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Bank & ATM,Maintenance Staff,Intercom Facility,Air Conditioned,Vaastu Compliant,Private Terrace/Garden,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Power Back Up",₹ 20.53 Cr - ₹ 33.85 Cr,"₹ 21,512 - ₹ 51,730",4 BHK Villas,,https://www.magicbricks.com/propertyDetails/4-BHK-7001-Sq-ft-Villa-FOR-Rent-Nandi-hills-in-Bangalore&id=4d423830303139373639,,₹6.0 Lac,3.0,22.0,Servant Room,,22 Covered,24 Hours Available,No/Rare Powercut,,,,,", 206 Units",,,,,,,,,,,,,
2 BHK Builder Floor 1000 Sq-ft For Rent in,"₹25,000","Hoodi, Bangalore",2.0,2.0,,,,,2(Out of 4 Floors),Immediately,,Semi-Furnished,,"₹25,000","Hoodi, Bangalore - East, Karnataka",,Semi-Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Hoodi-in-Bangalore&id=4d423832353632323737,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 2060 Sq-ft Flat/Apartment  For Rent in Shapoorji Pallonji Parkwest Phase 2,","₹82,000","Binny Pete, Bangalore",3.0,3.0,,1442sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹57/sqft,Shapoorji Pallonji Real Estate,Shapoorji Pallonji Parkwest Phase 2,20(Out of 30 Floors),Immediately,North,Semi-Furnished,,"₹82,000|₹7,000Monthly Maintenance","Binny Pete, Bangalore, Binny Pete, Bangalore - Central, Karnataka","Binnypet, Mysore Road, Central Bangalore",Semi-Furnished,"Granite, Marble, Vitrified, Wooden","Garden/Park, Pool, Main Road",,"Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Early Learning Centre,Bank & ATM,AEROBICS ROOM,Conference Room,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.60 Cr - ₹ 4.75 Cr,"₹ 11,684 - ₹ 14,774","2 BHK Penthouse, Flats","3 Towers , 666 Units",https://www.magicbricks.com/propertyDetails/3-BHK-2060-Sq-ft-Multistorey-Apartment-FOR-Rent-Binny-Pete-in-Bangalore&id=4d423833323835383935,,₹5.0 Lac,2.0,1.0,Puja Room,,1 Covered,24 Hours Available,No/Rare Powercut,1.0,,,,,,,,,,,,,,,,,
"4 BHK  2075 Sq-ft For Rent in LGCL Bamboo Forest,","₹72,000","Sarjapur Road, Bangalore",4.0,4.0,,,,,,Immediately,,Furnished,,"₹72,000","Sarjapur Road, Bangalore - South, Karnataka",,Furnished,,,,"Fire Fighting Equipment,Cycling & Jogging Track,Retail Boulevard (Retail Shops),Rentable Community Space,Recreational Pool,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Kids play area,Entry Exit Gate,CCTV Camera,Multipurpose Hall,Jogging and Strolling Track,DTH Television Facility,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting",₹ 1.57 Cr - ₹ 1.92 Cr,,,,https://www.magicbricks.com/propertyDetails/4-BHK-2075-Sq-ft-Villa-FOR-Rent-Sarjapur-Road-in-Bangalore&id=4d423732313034393433,2075sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,,,,,,,,,,,,,", 32 Units",,,,,,,,,,,,,
"3 BHK 1400 Sq-ft Flat/Apartment  For Rent in Park Cubix,","₹25,000","Devanahalli, Bangalore",3.0,2.0,,1250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,,Park Cubix,8(Out of 14 Floors),Immediately,North,Semi-Furnished,,"₹25,000|₹5,000Monthly Maintenance","Devanahalli, Devanahalli, Bangalore - Bangalore Rural, Karnataka",International Airport Back Gate 5,Semi-Furnished,Vitrified,Main Road,New Construction,,₹ 1.25 Cr - ₹ 1.64 Cr,,,,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-Devanahalli-in-Bangalore&id=4d423738393236363733,,₹1.0 Lac,2.0,1.0,,2.0,"1 Covered, 1 Open",24 Hours Available,No/Rare Powercut,,,,2.0,,,Development Authority,Freehold,,,,,,,,,,
3 BHK 1670 Sq-ft Flat/Apartment  For Rent in,"₹24,000","Bannerghatta Road, Bangalore",3.0,3.0,,,,,1(Out of 3 Floors),Immediately,North,Semi-Furnished,5 to 10 years,"₹24,000","Bannerghatta Road, Bangalore - South, Karnataka",,Semi-Furnished,Marble,Garden/Park,5 to 10 years,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-1670-Sq-ft-Multistorey-Apartment-FOR-Rent-Bannerghatta-Main-Road-in-Bangalore&id=4d423335393132343137,1670sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,,4.0,1.0,,,1 Covered,,,,,,,,,,,,,,,,,,,,
"3 BHK 1600 Sq-ft Flat/Apartment  For Rent in Prestige Park Square ,","₹53,000","Gottigere, Bangalore",3.0,3.0,,1590sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,Prestige Estates Projects Ltd.,Prestige Park Square,15(Out of 20 Floors),Immediately,West,Semi-Furnished,,"₹53,000|₹7,000Monthly Maintenance","Gottigere, Bangalore, Gottigere, Bangalore - South, Karnataka",Nice road.,Semi-Furnished,Vitrified,"Garden/Park, Pool, Main Road",5 to 10 years,"Badminton court,Cricket net practice,Volleyball court,Kids Play Pool With Water Slides,Indoor Squash & Badminton Courts,Indoor Games Room,Event Space & Amphitheatre,Health club with Steam / Jaccuzi,Mini Cinema Theatre,Outdoor Tennis Courts,Banquet Hall,Visitor Parking,Gymnasium,Swimming Pool,Club House,Lift",₹ 1.64 Cr - ₹ 2.72 Cr,,"2, 3 BHK Flat","3 Towers , 586 Units",https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Rent-Gottigere-in-Bangalore&id=4d423833353835383435,,₹2.5 Lac,3.0,1.0,Puja Room,2.0,1 Covered,24 Hours Available,No/Rare Powercut,1.0,,,2.0,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹13,000","Sarjapur Road, Bangalore",,,,,,,,Immediately,,Semi-Furnished,,"₹13,000","Sarjapur Road, Bangalore - South, Karnataka",,Semi-Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/1-BHK-300-Sq-ft-Residential-House-FOR-Rent-Sarjapur-Road-in-Bangalore&id=4d423832323736343331,300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹43/sqft,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
